DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.1002/pam.21798,Journal of Policy Analysis and Management,2014,Do Traffic Tickets Reduce Motor Vehicle Accidents? Evidence from a Natural Experiment,Quantitative,Statistical ,Table 1 reports the overall summary statistics.
https://doi.org/10.1002/pam.21803,Journal of Policy Analysis and Management,2014,Differential Pricing in Undergraduate Education: Effects on Degree Production by Field,Quantitative,Statistical ,Table 1 presents summary statistics of my analysis sample
https://doi.org/10.1002/pam.21799,Journal of Policy Analysis and Management,2014,The Influence of Low-Income Children's Participation in Head Start on Their Parents’ Education and Employment,Quantitative,Experimental ,"We use data from the Head Start Impact Study (HSIS), a randomized trial of over 4,000 newly entering three- and four-year-old children."
https://doi.org/10.1002/pam.21800,Journal of Policy Analysis and Management,2014,Is There a “Workable” Race-Neutral Alternative to Affirmative Action in College Admissions?,Quantitative,Statistical/Regression,I estimate the probability that the applicant is an underrepresented minority based on observable applicant characteristics using the probit regression shown in equation 
https://doi.org/10.1002/pam.21809,Journal of Policy Analysis and Management,2014,Effects of Monitoring on Mortgage Delinquency: Evidence From a Randomized Field Study,Quantitative,Experimental,"Through a randomized field experiment, we test the impact of goal setting and external monitoring on mortgage delinquency."
https://doi.org/10.1002/pam.21818,Journal of Policy Analysis and Management,2015,"Incentives, Selection, and Teacher Performance: Evidence from IMPACT",Quantitative,Regression discontinuity,"We present evidence from regression-discontinuity (RD) designs that effectively compare the retention and performance outcomes among teachers whose prior-year performance scores placed them near the threshold values that separated performance ratings (and, by implication, the incentives they faced)."
https://doi.org/10.1002/pam.21820,Journal of Policy Analysis and Management,2015,Spatial Regulation of Air Toxics Hot Spots,Quantitative,Theoretical ,We develop a model of a decisionmaker choosing emission standards within a net cost minimization framework.
https://doi.org/10.1002/pam.21814,Journal of Policy Analysis and Management,2015,The Effects of Mandated Health Insurance Benefits for Autism on Out-of-Pocket Costs and Access to Treatment,Quantitative,Comparative ,"We use difference-in-difference and difference-in-difference-in-difference approaches, comparing pre–post mandate changes in outcomes among CSHCN who have ASD versus CSHCN other than ASD. Data come from the 2005 to 2006 and the 2009 to 2010 waves of the National Survey of CSHCN. "
https://doi.org/10.1002/pam.21836,Journal of Policy Analysis and Management,2015,Does Collaboration Make Any Difference? Linking Collaborative Governance to Environmental Outcomes,Quantitative,Experimental ," Since these are observational data, a multilevel propensity score matching method is used to control for selection bias. "
https://doi.org/10.1002/pam.21833,Journal of Policy Analysis and Management,2015,Waging War on Poverty: Poverty Trends Using a Historical Supplemental Poverty Measure,Quantitative,Statistical,"Using data from the Consumer Expenditure Survey and the March Current Population Survey, we provide poverty estimates for 1967 to 2012 based on a historical supplemental poverty measure (SPM)"
https://doi.org/10.1002/pam.21855,Journal of Policy Analysis and Management,2015,Information Shocks and the Take-Up of Social Programs,Quantitative,Experimental ,"Daponte,Sanders, and Taylor (1999) used an experimental framework in which they pro-vided customized information about Food Stamp eligibility and benefit levels to arandomly assigned group of low-income families, and found that participation inFood Stamps increased substantially among this group relative to a control group."
https://doi.org/10.1002/pam.21856,Journal of Policy Analysis and Management,2015,"Low-Income Housing Development, Poverty Concentration, and Neighborhood Inequality",Quantitative,Comparative ," we explore the impacts of subsidized developmenton local housing construction, poverty concentration, and neighborhood inequality."
https://doi.org/10.1002/pam.21868,Journal of Policy Analysis and Management,2015,Collective Reputations Affect Donations to Nonprofits,Quantitative,Statistical,Table 1 reports descriptive statistics
https://doi.org/10.1002/pam.21840,Journal of Policy Analysis and Management,2015,"The Impact of Home-Based Child Care Provider Unionization on the Cost, Type, and Availability of Subsidized Child Care in Illinois",Quantitative,"Experimental/Comparative Case Study
","To conduct these analyses, we combine data from the Current Population Survey with Child Care and Development Fund administrative records on U.S. infants and toddlers whose families received child care subsidies during the period from 2002 to 2008. We use both a traditional difference-in-differences as well as a comparative case study with a “synthetic” control group approach."
https://doi.org/10.1002/pam.21863,Journal of Policy Analysis and Management,2015,Do Employers Prefer Workers Who Attend For-Profit Colleges? Evidence from a Field Experiment,Quantitative,Experimental ,"We sent almost 9,000 fictitious resumes of young job applicants who recently completed their schooling to online job postings in six occupational categories and tracked employer callback rates."
https://doi.org/10.1002/pam.21876,Journal of Policy Analysis and Management,2015,"Representative Bureaucracy, Organizational Integrity, and Citizen Coproduction: Does an Increase in Police Ethnic Representativeness Reduce Crime?",Quantitative,Statistical,"Using these targets as instrumental variables, this study finds that this policy mandating an increase in the share of ethnic minority officers in a given force is associated with a decrease in the number of crimes in the area under the force's jurisdiction during the 10-year period. "
